,AGE,CAP_HIT,DATE,EXTENSION,LENGTH,PLAYER,POS,STRUCTURE,TEAM,TYPE,VALUE,id
361,26,750000,2022,0,1,Fredrik Olofsson,LW,1-way,DAL,Stnd (UFA),750000,FredrikOlofsson2022
362,27,1500000,2019,0,4,Garnet Hathaway,"RW, LW",1-way,WSH,Stnd (UFA),6000000,GarnetHathaway2019
363,28,725000,2019,0,1,Garrett Wilson,"RW, LW",1-way,TOR,Stnd (UFA),725000,GarrettWilson2019
364,32,937500,2012,0,2,George Parros,RW,1-way,FLA,Stnd (UFA),1875000,GeorgeParros2012
365,25,762500,2022,0,2,Glenn Gawdin,"C, RW",1-way,ANA,Stnd (UFA),1525000,GlennGawdin2022
366,28,2066667,2013,0,3,Grant Clitsome,LD,1-way,WPG,Stnd (UFA),6200000,GrantClitsome2013
367,27,750000,2019,0,1,Greg McKegg,"C, LW",1-way,NYR,Stnd (UFA),750000,GregMcKegg2019
368,31,1500000,2015,0,2,Gregory Campbell,"C, LW",1-way,CBJ,Stnd (UFA),3000000,GregoryCampbell2015
369,28,900000,2021,0,1,Gregory Hofmann,"LW, RW",1-way,CBJ,Stnd (UFA),900000,GregoryHofmann2021
370,32,2250000,2012,0,2,Greg Zanon,D,1-way,COL,Stnd (UFA),4500000,GregZanon2012
371,29,5500000,2019,0,4,Gustav Nyquist,"LW, RW",1-way,CBJ,Stnd (UFA),22000000,GustavNyquist2019
372,27,750000,2022,0,1,Gustav Rydahl,C,1-way,NYR,Stnd (UFA),750000,GustavRydahl2022
373,38,700000,2013,0,1,Hal Gill,D,1-way,PHI,35+ (UFA),700000,HalGill2013
374,31,750000,2022,0,1,Harri Säteri,G,1-way,TOR,Stnd (UFA),750000,HarriSäteri2022
375,25,762500,2022,0,2,Haydn Fleury,LD/RD,1-way,TBL,Stnd (UFA),1525000,HaydnFleury2022
376,38,1500000,2020,0,1,Henrik Lundqvist,G,1-way,WSH,35+ (UFA),1500000,HenrikLundqvist2020
377,29,4250000,2018,0,3,Ian Cole,LD/RD,1-way,COL,Stnd (UFA),12750000,IanCole2018
378,32,2900000,2021,0,1,Ian Cole,LD/RD,1-way,CAR,Stnd (UFA),2900000,IanCole2021
379,33,3000000,2022,0,1,Ian Cole,LD/RD,1-way,TBL,Stnd (UFA),3000000,IanCole2022
380,33,2000000,2013,0,1,Ilya Bryzgalov,G,1-way,EDM,Stnd (UFA),2000000,IlyaBryzgalov2013
381,34,2880000,2014,0,1,Ilya Bryzgalov,G,1-way,ANA,Stnd (UFA),2880000,IlyaBryzgalov2014
382,35,6250000,2018,0,3,Ilya Kovalchuk,"LW, RW",1-way,LAK,35+ (UFA),18750000,IlyaKovalchuk2018
383,28,2750000,2022,0,2,Ilya Lyubushkin,RD,1-way,BUF,Stnd (UFA),5500000,IlyaLyubushkin2022
384,27,4750000,2022,0,4,Ilya Mikheyev,"LW, RW",1-way,VAN,Stnd (UFA),19000000,IlyaMikheyev2022
385,25,1800000,2022,0,1,Ilya Samsonov,G,1-way,TOR,Stnd (UFA),1800000,IlyaSamsonov2022
386,27,687500,2018,0,2,J.T. Brown,RW,1-way,MIN,Stnd (UFA),1375000,J.T.Brown2018
387,30,5000000,2022,0,5,Jack Campbell,G,1-way,EDM,Stnd (UFA),25000000,JackCampbell2022
388,26,650000,2012,0,1,Jack Hillen,D,1-way,WSH,Stnd (UFA),650000,JackHillen2012
389,31,3250000,2018,0,5,Jack Johnson,LD,1-way,PIT,Stnd (UFA),16250000,JackJohnson2018
390,33,1150000,2020,0,1,Jack Johnson,LD,1-way,NYR,Stnd (UFA),1150000,JackJohnson2020
391,34,750000,2021,0,1,Jack Johnson,LD,1-way,COL,Stnd (UFA),750000,JackJohnson2021
392,35,950000,2022,0,1,Jack Johnson,LD,1-way,CHI,35+ (UFA),950000,JackJohnson2022
393,29,700000,2016,0,1,Jack Skille,RW,1-way,VAN,Stnd (UFA),700000,JackSkille2016
394,26,700000,2017,0,1,Jacob Josefson,"C, LW",1-way,BUF,Stnd (UFA),700000,JacobJosefson2017
395,30,6000000,2020,0,6,Jacob Markström,G,1-way,CGY,Stnd (UFA),36000000,JacobMarkström2020
396,29,5500000,2021,0,5,Jaden Schwartz,LW,1-way,SEA,Stnd (UFA),27500000,JadenSchwartz2021
397,24,800000,2018,0,1,Jake Dotchin,RD,1-way,ANA,Stnd (UFA),800000,JakeDotchin2018
398,28,4050000,2019,0,4,Jake Gardiner,LD,1-way,CAR,Stnd (UFA),16200000,JakeGardiner2019
399,27,4000000,2021,0,4,Jake McCabe,LD/RD,1-way,CHI,Stnd (UFA),16000000,JakeMcCabe2021
400,27,1000000,2018,0,1,Jakub Jeřábek,LD,1-way,EDM,Stnd (UFA),1000000,JakubJeřábek2018
401,28,600000,2016,0,1,Jakub Nakladal,RD,1-way,CAR,Stnd (UFA),600000,JakubNakladal2016
402,30,5750000,2018,0,5,James Neal,"RW, LW",1-way,CGY,Stnd (UFA),28750000,JamesNeal2018
403,33,750000,2021,0,1,James Neal,"RW, LW",1-way,STL,Stnd (UFA),750000,JamesNeal2021
404,33,2250000,2021,0,2,James Reimer,G,1-way,SJS,Stnd (UFA),4500000,JamesReimer2021
405,29,7000000,2018,0,5,James van Riemsdyk,"LW, RW",1-way,PHI,Stnd (UFA),35000000,JamesvanRiemsdyk2018
406,36,1250000,2012,0,1,Jamie Langenbrunner,RW,1-way,STL,35+ (UFA),1250000,JamieLangenbrunner2012
407,27,3333333,2016,0,3,Jamie McGinn,"LW, RW",1-way,ARI,Stnd (UFA),10000000,JamieMcGinn2016
408,27,850000,2019,0,1,Jani Hakanpää,RD,1-way,ANA,Stnd (UFA),850000,JaniHakanpää2019
409,29,1500000,2021,0,3,Jani Hakanpää,RD,1-way,DAL,Stnd (UFA),4500000,JaniHakanpää2021
410,28,2000000,2018,0,1,Jan Kovar,C,1-way,NYI,Stnd (UFA),2000000,JanKovar2018
411,29,1300000,2020,0,2,Jan Rutta,LD/RD,1-way,TBL,Stnd (UFA),2600000,JanRutta2020
412,31,2750000,2022,0,3,Jan Rutta,LD/RD,1-way,PIT,Stnd (UFA),8250000,JanRutta2022
413,30,900000,2016,0,2,Jared Boll,RW,1-way,ANA,Stnd (UFA),1800000,JaredBoll2016
414,36,1800000,2013,0,1,Jarome Iginla,RW,1-way,BOS,35+ (UFA),6000000,JaromeIginla2013
415,37,5333333,2014,0,3,Jarome Iginla,RW,1-way,COL,35+ (UFA),16000000,JaromeIginla2014
416,41,2000000,2013,0,1,Jaromír Jágr,RW,1-way,NJD,35+ (UFA),4000000,JaromírJágr2013
417,45,1000000,2017,0,1,Jaromír Jágr,RW,1-way,CGY,35+ (UFA),2000000,JaromírJágr2017
418,33,2750000,2018,0,2,Jaroslav Halák,G,1-way,BOS,Stnd (UFA),5500000,JaroslavHalák2018
419,36,1500000,2021,0,1,Jaroslav Halák,G,1-way,VAN,35+ (UFA),3000000,JaroslavHalák2021
420,37,1500000,2022,0,1,Jaroslav Halák,G,1-way,NYR,35+ (UFA),1550000,JaroslavHalák2022
421,29,900000,2021,0,2,Jarred Tinordi,LD,1-way,NYR,Stnd (UFA),1800000,JarredTinordi2021
422,33,800000,2015,0,1,Jarret Stoll,C,1-way,NYR,Stnd (UFA),800000,JarretStoll2015
423,37,2250000,2016,0,2,Jason Chimera,"LW, RW",1-way,NYI,35+ (UFA),4500000,JasonChimera2016
424,28,4500000,2016,0,5,Jason Demers,RD,1-way,FLA,Stnd (UFA),22500000,JasonDemers2016
425,27,4600000,2012,0,6,Jason Garrison,LD,1-way,VAN,Stnd (UFA),27600000,JasonGarrison2012
426,33,650000,2018,0,1,Jason Garrison,LD,1-way,EDM,Stnd (UFA),650000,JasonGarrison2018
427,33,1000000,2013,0,1,Jason LaBarbera,G,1-way,EDM,Stnd (UFA),1000000,JasonLaBarbera2013
428,36,700000,2019,0,1,Jason Spezza,"C, RW",1-way,TOR,35+ (UFA),700000,JasonSpezza2019
429,32,3000000,2018,0,4,Jay Beagle,C,1-way,VAN,Stnd (UFA),12000000,JayBeagle2018
430,29,1500000,2012,0,2,Jay McClement,C,1-way,TOR,Stnd (UFA),3000000,JayMcClement2012
431,31,1000000,2014,0,1,Jay McClement,C,1-way,CAR,Stnd (UFA),1000000,JayMcClement2014
432,25,600000,2015,0,1,Jayson Megna,"C, LW, RW",1-way,NYR,Stnd (UFA),600000,JaysonMegna2015
433,26,600000,2016,0,1,Jayson Megna,"C, LW, RW",1-way,VAN,Stnd (UFA),600000,JaysonMegna2016
434,25,700000,2017,0,2,Jean-François Bérubé,G,1-way,CHI,Stnd (UFA),1400000,Jean-FrançoisBérubé2017
435,25,700000,2019,0,2,Jean-Sébastien Dea,C,1-way,BUF,Stnd (UFA),1400000,Jean-SébastienDea2019
436,36,700000,2012,0,1,Jeff Halpern,C,1-way,NYR,35+ (UFA),700000,JeffHalpern2012
437,27,700000,2013,0,1,Jeff Schultz,LD,1-way,LAK,Stnd (UFA),700000,JeffSchultz2013
438,28,850000,2014,0,2,Jeff Schultz,LD,1-way,LAK,Stnd (UFA),1700000,JeffSchultz2014
439,29,900000,2016,0,2,Jeff Zatkoff,G,1-way,LAK,Stnd (UFA),1800000,JeffZatkoff2016
440,28,2000000,2020,0,3,Jesper Fast,RW,1-way,CAR,Stnd (UFA),6000000,JesperFast2020
441,25,950000,2013,0,2,Jesse Joensuu,LW,1-way,EDM,Stnd (UFA),1900000,JesseJoensuu2013
442,28,750000,2016,0,1,Jhonas Enroth,G,1-way,TOR,Stnd (UFA),750000,JhonasEnroth2016
443,27,700000,2017,0,1,Jimmy Hayes,RW,1-way,NJD,Stnd (UFA),700000,JimmyHayes2017
444,27,900000,2020,0,1,Jimmy Vesey,"RW, LW",1-way,TOR,Stnd (UFA),900000,JimmyVesey2020
445,28,800000,2021,0,1,Jimmy Vesey,"RW, LW",1-way,NJD,Stnd (UFA),800000,JimmyVesey2021
446,29,750000,2022,0,1,Jimmy Vesey,"RW, LW",1-way,NYR,Stnd (UFA),750000,JimmyVesey2022
447,28,4000000,2012,0,4,Jiri Hudler,"LW, RW",1-way,CGY,Stnd (UFA),16000000,JiriHudler2012
448,32,2000000,2016,0,1,Jiri Hudler,"LW, RW",1-way,DAL,Stnd (UFA),2000000,JiriHudler2016
449,27,800000,2015,0,1,Jiri Tlusty,C,1-way,NJD,Stnd (UFA),800000,JiriTlusty2015
450,30,700000,2014,0,1,Joakim Lindstrom,C,1-way,STL,Stnd (UFA),700000,JoakimLindstrom2014
451,26,1000000,2018,0,2,Joakim Nordström,"LW, RW",1-way,BOS,Stnd (UFA),2000000,JoakimNordström2018
452,28,700000,2020,0,1,Joakim Nordström,"LW, RW",1-way,CGY,Stnd (UFA),700000,JoakimNordström2020
453,26,725000,2019,0,1,Joakim Ryan,LD,1-way,LAK,Stnd (UFA),725000,JoakimRyan2019
454,35,2000000,2012,0,1,Joe Corvo,D,1-way,CAR,35+ (UFA),2000000,JoeCorvo2012
455,36,900000,2013,0,1,Joe Corvo,D,1-way,OTT,35+ (UFA),900000,JoeCorvo2013
456,24,650000,2017,0,1,Joe Morrow,RD,1-way,MTL,Stnd (UFA),650000,JoeMorrow2017
457,34,7000000,2019,0,3,Joe Pavelski,RW,1-way,DAL,Stnd (UFA),21000000,JoePavelski2019
458,38,8000000,2017,0,1,Joe Thornton,"C, LW",1-way,SJS,35+ (UFA),8000000,JoeThornton2017
459,38,5000000,2018,0,1,Joe Thornton,"C, LW",1-way,SJS,35+ (UFA),5000000,JoeThornton2018
460,39,2000000,2019,0,1,Joe Thornton,"C, LW",1-way,SJS,35+ (UFA),2000000,JoeThornton2019
461,40,700000,2020,0,1,Joe Thornton,"C, LW",1-way,TOR,35+ (UFA),700000,JoeThornton2020
462,41,750000,2021,0,1,Joe Thornton,"C, LW",1-way,FLA,35+ (UFA),750000,JoeThornton2021
463,29,950000,2012,0,1,Joey Crabb,RW,1-way,WSH,Stnd (UFA),950000,JoeyCrabb2012
464,30,600000,2013,0,2,Joey Crabb,RW,1-way,FLA,Stnd (UFA),1200000,JoeyCrabb2013
465,39,1400000,2012,0,2,Johan Hedberg,G,1-way,NJD,35+ (UFA),2800000,JohanHedberg2012
466,27,1400000,2020,0,2,Johan Larsson,"C, LW",1-way,ARI,Stnd (UFA),2800000,JohanLarsson2020
467,35,2000000,2016,0,1,John-Michael Liles,LD,1-way,BOS,35+ (UFA),2250000,John-MichaelLiles2016
468,26,700000,2019,0,1,John Gilmour,D,1-way,BUF,Stnd (UFA),700000,JohnGilmour2019
469,25,750000,2020,0,1,John Hayden,"C, RW",1-way,ARI,Stnd (UFA),750000,JohnHayden2020
470,29,7000000,2022,0,1,John Klingberg,RD,1-way,ANA,Stnd (UFA),7000000,JohnKlingberg2022
471,27,1100000,2012,0,2,John Mitchell,C,1-way,COL,Stnd (UFA),2200000,JohnMitchell2012
472,27,2750000,2018,0,5,John Moore,LD,1-way,BOS,Stnd (UFA),13750000,JohnMoore2018
473,28,9750000,2022,0,7,Johnny Gaudreau,LW,1-way,CBJ,Stnd (UFA),68250000,JohnnyGaudreau2022
474,33,3750000,2015,0,2,Johnny Oduya,LD,1-way,DAL,Stnd (UFA),7500000,JohnnyOduya2015
475,35,1000000,2017,0,1,Johnny Oduya,LD,1-way,OTT,35+ (UFA),2250000,JohnnyOduya2017
476,29,600000,2012,0,1,John Scott,"LW, D",1-way,BUF,Stnd (UFA),600000,JohnScott2012
477,31,700000,2014,0,1,John Scott,"LW, D",1-way,SJS,Stnd (UFA),700000,JohnScott2014
478,32,575000,2015,0,1,John Scott,"LW, D",1-way,ARI,Stnd (UFA),575000,JohnScott2015
479,27,11000000,2018,0,7,John Tavares,"C, LW",1-way,TOR,Stnd (UFA),77000000,JohnTavares2018
480,30,700000,2015,0,1,Jonas Gustavsson,G,1-way,BOS,Stnd (UFA),700000,JonasGustavsson2015
481,32,4500000,2014,0,2,Jonas Hiller,G,1-way,CGY,Stnd (UFA),9000000,JonasHiller2014
482,28,2750000,2017,0,1,Jonathan Bernier,G,1-way,COL,Stnd (UFA),2750000,JonathanBernier2017
483,29,3000000,2018,0,3,Jonathan Bernier,G,1-way,DET,Stnd (UFA),9000000,JonathanBernier2018
484,32,4125000,2021,0,2,Jonathan Bernier,G,1-way,NJD,Stnd (UFA),8250000,JonathanBernier2021
485,25,750000,2016,0,2,Jonathan Marchessault,"RW, LW",1-way,FLA,Stnd (UFA),1500000,JonathanMarchessault2016
486,24,1137500,2016,0,2,Jon Merrill,LD,1-way,NJD,Stnd (UFA),2275000,JonMerrill2016
487,28,925000,2020,0,1,Jon Merrill,LD,1-way,DET,Stnd (UFA),925000,JonMerrill2020
488,29,850000,2021,0,1,Jon Merrill,LD,1-way,MIN,Stnd (UFA),850000,JonMerrill2021
489,27,3900000,2019,0,4,Joonas Donskoi,RW,1-way,COL,Stnd (UFA),15600000,JoonasDonskoi2019
490,32,2250000,2013,0,2,Jordan Leopold,D,1-way,STL,Stnd (UFA),4500000,JordanLeopold2013
491,28,1800000,2021,0,3,Jordan Martinook,"LW, RW",1-way,CAR,Stnd (UFA),5400000,JordanMartinook2021
492,25,650000,2017,0,2,Jordan Oesterle,LD/RD,1-way,CHI,Stnd (UFA),1300000,JordanOesterle2017
493,29,1350000,2021,0,2,Jordan Oesterle,LD/RD,1-way,DET,Stnd (UFA),2700000,JordanOesterle2021
494,31,2000000,2019,0,2,Jordie Benn,LD/RD,1-way,VAN,Stnd (UFA),4000000,JordieBenn2019
495,33,900000,2021,0,1,Jordie Benn,LD/RD,1-way,MIN,Stnd (UFA),900000,JordieBenn2021
496,34,750000,2022,0,1,Jordie Benn,LD/RD,1-way,TOR,Stnd (UFA),750000,JordieBenn2022
497,29,1900000,2012,0,3,Jordin Tootoo,RW,1-way,DET,Stnd (UFA),4250000,JordinTootoo2012
498,33,750000,2016,0,1,Jordin Tootoo,RW,1-way,CHI,Stnd (UFA),750000,JordinTootoo2016
499,26,2750000,2014,0,2,Jori Lehterä,"LW, C",1-way,STL,Stnd (UFA),5500000,JoriLehterä2014
500,26,1000000,2019,0,1,Josh Archibald,"RW, LW",1-way,EDM,Stnd (UFA),1000000,JoshArchibald2019
501,29,900000,2022,0,1,Josh Archibald,"RW, LW",1-way,PIT,Stnd (UFA),900000,JoshArchibald2022
502,26,775000,2017,0,1,Josh Jooris,C,1-way,CAR,Stnd (UFA),775000,JoshJooris2017
503,27,650000,2018,0,1,Josh Jooris,C,1-way,TOR,Stnd (UFA),650000,JoshJooris2018
504,27,875000,2020,0,1,Josh Leivo,"RW, LW",1-way,CGY,Stnd (UFA),875000,JoshLeivo2020
505,28,750000,2021,0,1,Josh Leivo,"RW, LW",1-way,CAR,Stnd (UFA),750000,JoshLeivo2021
506,29,750000,2022,0,1,Josh Leivo,"RW, LW",1-way,STL,Stnd (UFA),750000,JoshLeivo2022
507,30,4500000,2022,0,4,Josh Manson,RD,1-way,COL,Stnd (UFA),18000000,JoshManson2022
508,26,975000,2021,0,2,Jujhar Khaira,"LW, C",1-way,CHI,Stnd (UFA),1950000,JujharKhaira2021
509,31,4000000,2014,0,4,Jussi Jokinen,"LW, RW",1-way,FLA,Stnd (UFA),16000000,JussiJokinen2014
510,34,1100000,2017,0,1,Jussi Jokinen,"LW, RW",1-way,EDM,Stnd (UFA),1100000,JussiJokinen2017
511,27,562500,2014,0,2,Jussi Rynnas,G,1-way,DAL,Stnd (UFA),1125000,JussiRynnas2014
512,35,1000000,2022,0,1,Justin Braun,RD,1-way,PHI,35+ (UFA),1750000,JustinBraun2022
513,28,750000,2021,0,1,Justin Danforth,"RW, C",1-way,CBJ,Stnd (UFA),750000,JustinDanforth2021
514,30,750000,2021,0,2,Justin Dowling,"C, LW",1-way,VAN,Stnd (UFA),1500000,JustinDowling2021
515,27,650000,2016,0,1,Justin Falk,LD,1-way,BUF,Stnd (UFA),650000,JustinFalk2016
516,26,1400000,2016,0,1,Justin Schultz,RD,1-way,PIT,Stnd (UFA),1400000,JustinSchultz2016
517,29,4000000,2020,0,2,Justin Schultz,RD,1-way,WSH,Stnd (UFA),8000000,JustinSchultz2020
518,31,3000000,2022,0,2,Justin Schultz,RD,1-way,SEA,Stnd (UFA),6000000,JustinSchultz2022
519,33,3250000,2015,0,2,Justin Williams,RW,1-way,WSH,Stnd (UFA),6500000,JustinWilliams2015
520,35,4500000,2017,0,2,Justin Williams,RW,1-way,CAR,35+ (UFA),9000000,JustinWilliams2017
521,37,700000,2020,0,1,Justin Williams,RW,1-way,CAR,35+ (UFA),2000000,JustinWilliams2020
522,28,4625000,2017,0,5,Karl Alzner,LD,1-way,MTL,Stnd (UFA),23125000,KarlAlzner2017
523,28,3800000,2015,0,1,Karri Ramo,G,1-way,CGY,Stnd (UFA),3800000,KarriRamo2015
524,24,735000,2013,0,1,Keaton Ellerby,D,1-way,LAK,Stnd (UFA),735000,KeatonEllerby2013
525,25,800000,2014,0,1,Keith Aulie,D,1-way,EDM,Stnd (UFA),800000,KeithAulie2014
526,30,1500000,2013,0,2,Keith Ballard,D,1-way,MIN,Stnd (UFA),3000000,KeithBallard2013
527,29,1750000,2019,0,1,Keith Kinkaid,G,1-way,MTL,Stnd (UFA),1750000,KeithKinkaid2019
528,30,825000,2020,0,2,Keith Kinkaid,G,1-way,NYR,Stnd (UFA),1650000,KeithKinkaid2020
529,34,900000,2021,0,1,Keith Yandle,LD,1-way,PHI,Stnd (UFA),900000,KeithYandle2021
530,24,625000,2016,0,1,Kenny Agostino,LW,1-way,STL,Stnd (UFA),625000,KennyAgostino2016
531,25,875000,2017,0,1,Kenny Agostino,LW,1-way,BOS,Stnd (UFA),875000,KennyAgostino2017
532,27,737500,2019,0,2,Kenny Agostino,LW,1-way,TOR,Stnd (UFA),1475000,KennyAgostino2019
533,34,750000,2013,0,1,Kent Huskins,D,1-way,PHI,Stnd (UFA),750000,KentHuskins2013
534,32,1250000,2020,0,1,Kevan Miller,RD,1-way,BOS,Stnd (UFA),2000000,KevanMiller2020
535,27,700000,2019,0,1,Kevin Gravel,LD,1-way,TOR,Stnd (UFA),700000,KevinGravel2019
536,27,1500000,2022,0,1,Kevin Lankinen,G,1-way,NSH,Stnd (UFA),1500000,KevinLankinen2022
537,27,750000,2020,0,2,Kevin Rooney,C,1-way,NYR,Stnd (UFA),1500000,KevinRooney2020
538,29,1300000,2022,0,2,Kevin Rooney,C,1-way,CGY,Stnd (UFA),2600000,KevinRooney2022
539,28,6650000,2017,0,4,Kevin Shattenkirk,RD,1-way,NYR,Stnd (UFA),26600000,KevinShattenkirk2017
540,30,1750000,2019,0,1,Kevin Shattenkirk,RD,1-way,TBL,Stnd (UFA),1750000,KevinShattenkirk2019
541,31,3900000,2020,0,3,Kevin Shattenkirk,RD,1-way,ANA,Stnd (UFA),11700000,KevinShattenkirk2020
542,27,750000,2022,0,1,Kiefer Sherwood,"LW, RW",1-way,NSH,Stnd (UFA),750000,KieferSherwood2022
543,24,750000,2016,0,1,Klas Dahlbeck,LD,1-way,ARI,Stnd (UFA),750000,KlasDahlbeck2016
544,30,1000000,2020,0,2,Kodie Curran,LD,1-way,ANA,Stnd (UFA),2000000,KodieCurran2020
545,27,750000,2015,0,1,Korbinian Holzer,RD,1-way,ANA,Stnd (UFA),750000,KorbinianHolzer2015
546,28,700000,2016,0,1,Korbinian Holzer,RD,1-way,ANA,Stnd (UFA),700000,KorbinianHolzer2016
547,29,3100000,2016,0,1,Kris Russell,LD/RD,1-way,EDM,Stnd (UFA),3100000,KrisRussell2016
548,30,950000,2016,0,1,Kris Versteeg,"LW, RW",1-way,CGY,Stnd (UFA),950000,KrisVersteeg2016
549,32,750000,2012,0,2,Krys Barch,LW,1-way,NJD,Stnd (UFA),1500000,KrysBarch2012
550,31,950000,2013,0,1,Kurtis Foster,D,1-way,PHI,Stnd (UFA),950000,KurtisFoster2013
551,28,750000,2021,0,1,Kurtis Gabriel,RW,1-way,TOR,Stnd (UFA),750000,KurtisGabriel2021
552,31,900000,2015,0,1,Kyle Brodziak,C,1-way,STL,Stnd (UFA),900000,KyleBrodziak2015
553,34,1150000,2018,0,2,Kyle Brodziak,C,1-way,EDM,Stnd (UFA),2300000,KyleBrodziak2018
554,26,675000,2012,0,1,Kyle Chipchura,"C, RW",1-way,ARI,Stnd (UFA),675000,KyleChipchura2012
555,27,875000,2013,0,3,Kyle Chipchura,"C, RW",1-way,ARI,Stnd (UFA),2625000,KyleChipchura2013
556,29,1000000,2020,0,2,Kyle Clifford,LW,1-way,STL,Stnd (UFA),2000000,KyleClifford2020
557,28,575000,2015,0,1,Kyle Cumiskey,LD,1-way,CHI,Stnd (UFA),575000,KyleCumiskey2015
558,28,6000000,2016,0,7,Kyle Okposo,RW,1-way,BUF,Stnd (UFA),42000000,KyleOkposo2016
559,30,5000000,2021,0,4,Kyle Palmieri,"RW, LW",1-way,NYI,Stnd (UFA),20000000,KylePalmieri2021
560,31,1250000,2016,0,1,Kyle Quincey,RD,1-way,NJD,Stnd (UFA),1250000,KyleQuincey2016
561,30,1650000,2020,0,2,Kyle Turris,"C, RW",1-way,EDM,Stnd (UFA),3300000,KyleTurris2020
562,29,1600000,2012,0,1,Kyle Wellwood,C,1-way,WPG,Stnd (UFA),1600000,KyleWellwood2012
563,27,1000000,2017,0,1,Lance Bouma,"C, LW, RW",1-way,CHI,Stnd (UFA),1000000,LanceBouma2017
564,28,575000,2016,0,1,Lars Johansson,G,1-way,CHI,Stnd (UFA),575000,LarsJohansson2016
565,25,650000,2018,0,1,Laurent Brossoit,G,1-way,WPG,Stnd (UFA),650000,LaurentBrossoit2018
566,28,2325000,2021,0,2,Laurent Brossoit,G,1-way,VGK,Stnd (UFA),4650000,LaurentBrossoit2021
567,29,1000000,2016,0,1,Lauri Korpikoski,"LW, RW",1-way,DAL,Stnd (UFA),1000000,LauriKorpikoski2016
568,31,900000,2014,0,1,Lee Stempniak,RW,1-way,NYR,Stnd (UFA),900000,LeeStempniak2014
569,32,850000,2015,0,1,Lee Stempniak,RW,1-way,NJD,Stnd (UFA),850000,LeeStempniak2015
570,35,650000,2019,0,1,Lee Stempniak,RW,1-way,BOS,35+ (UFA),650000,LeeStempniak2019
571,31,3000000,2018,0,4,Leo Komarov,"RW, LW, C",1-way,NYI,Stnd (UFA),12000000,LeoKomarov2018
572,27,5000000,2021,0,4,Linus Ullmark,G,1-way,BOS,Stnd (UFA),20000000,LinusUllmark2021
573,30,6000000,2016,0,6,Loui Eriksson,"LW, RW",1-way,VAN,Stnd (UFA),36000000,LouiEriksson2016
574,30,775000,2022,0,2,Louis Domingue,G,1-way,NYR,Stnd (UFA),1550000,LouisDomingue2022
575,28,1500000,2018,0,1,Luca Sbisa,LD,1-way,NYI,Stnd (UFA),1500000,LucaSbisa2018
576,29,750000,2019,0,1,Luca Sbisa,LD,1-way,ANA,Stnd (UFA),750000,LucaSbisa2019
577,30,800000,2020,0,1,Luca Sbisa,LD,1-way,WPG,Stnd (UFA),800000,LucaSbisa2020
578,24,950000,2020,0,1,Lucas Wallmark,C,1-way,CHI,Stnd (UFA),950000,LucasWallmark2020
579,32,1500000,2021,0,2,Luke Glendening,"C, RW, LW",1-way,DAL,Stnd (UFA),3000000,LukeGlendening2021
580,26,1250000,2016,0,2,Luke Schenn,RD,1-way,ARI,Stnd (UFA),2500000,LukeSchenn2016
581,28,800000,2018,0,1,Luke Schenn,RD,1-way,ANA,Stnd (UFA),800000,LukeSchenn2018
582,29,700000,2019,0,1,Luke Schenn,RD,1-way,TBL,Stnd (UFA),700000,LukeSchenn2019
583,30,800000,2020,0,1,Luke Schenn,RD,1-way,TBL,Stnd (UFA),800000,LukeSchenn2020
584,31,850000,2021,0,2,Luke Schenn,RD,1-way,VAN,Stnd (UFA),1700000,LukeSchenn2021
585,27,750000,2017,0,2,Luke Witkowski,"RW, RD",1-way,DET,Stnd (UFA),1500000,LukeWitkowski2017
586,31,750000,2022,0,1,Magnus Hellberg,G,1-way,SEA,Stnd (UFA),750000,MagnusHellberg2022
587,26,850000,2020,0,2,Malcolm Subban,G,1-way,CHI,Stnd (UFA),1700000,MalcolmSubban2020
588,24,700000,2020,0,1,Marc Michaelis,"LW, C",1-way,VAN,Stnd (UFA),700000,MarcMichaelis2020
589,35,750000,2022,0,1,Marc Staal,LD,1-way,FLA,35+ (UFA),750000,MarcStaal2022
590,28,4500000,2019,0,2,Marcus Johansson,"LW, RW",1-way,BUF,Stnd (UFA),9000000,MarcusJohansson2019
591,30,1500000,2021,0,1,Marcus Johansson,"LW, RW",1-way,SEA,Stnd (UFA),1500000,MarcusJohansson2021
592,31,1100000,2022,0,1,Marcus Johansson,"LW, RW",1-way,WSH,Stnd (UFA),1100000,MarcusJohansson2022
593,36,3000000,2013,0,1,Marek Zidlicky,RD,1-way,NJD,35+ (UFA),4000000,MarekZidlicky2013
594,38,1500000,2015,0,1,Marek Zidlicky,RD,1-way,NYI,35+ (UFA),2839990,MarekZidlicky2015
595,26,1100000,2015,0,1,Mark Arcobello,"C, RW",1-way,TOR,Stnd (UFA),1100000,MarkArcobello2015
596,30,2000000,2020,0,2,Mark Borowiecki,LD,1-way,NSH,Stnd (UFA),4000000,MarkBorowiecki2020
597,27,900000,2013,0,1,Mark Fistric,D,1-way,ANA,Stnd (UFA),900000,MarkFistric2013
598,25,700000,2020,0,1,Mark Jankowski,"C, LW",1-way,PIT,Stnd (UFA),700000,MarkJankowski2020
599,30,1800000,2015,0,3,Mark Letestu,"C, RW",1-way,EDM,Stnd (UFA),5400000,MarkLetestu2015
600,28,750000,2020,0,1,Mark Pysyk,RD,1-way,DAL,Stnd (UFA),750000,MarkPysyk2020
601,29,900000,2021,0,1,Mark Pysyk,RD,1-way,BUF,Stnd (UFA),900000,MarkPysyk2021
