,AGE,CAP_HIT,DATE,EXTENSION,LENGTH,PLAYER,POS,STRUCTURE,TEAM,TYPE,VALUE,id
602,30,850000,2022,0,1,Mark Pysyk,RD,1-way,DET,Stnd (UFA),850000,MarkPysyk2022
603,39,700000,2017,0,1,Mark Streit,RD,1-way,MTL,35+ (UFA),1000000,MarkStreit2017
604,26,1300000,2019,0,1,Markus Granlund,"RW, LW, C",1-way,EDM,Stnd (UFA),1300000,MarkusGranlund2019
605,28,1500000,2022,0,1,Markus Nutivaara,LD/RD,1-way,SJS,Stnd (UFA),1750000,MarkusNutivaara2022
606,40,4500000,2012,0,2,Martin Brodeur,G,1-way,NJD,35+ (UFA),9000000,MartinBrodeur2012
607,42,700000,2014,0,1,Martin Brodeur,G,1-way,STL,35+ (UFA),700000,MartinBrodeur2014
608,30,4750000,2017,0,3,Martin Hanzal,C,1-way,DAL,Stnd (UFA),14250000,MartinHanzal2017
609,33,1500000,2014,0,1,Martin Havlat,LW,1-way,NJD,Stnd (UFA),1500000,MartinHavlat2014
610,31,2000000,2021,0,1,Martin Jones,G,1-way,PHI,Stnd (UFA),2000000,MartinJones2021
611,32,2000000,2022,0,1,Martin Jones,G,1-way,SEA,Stnd (UFA),2000000,MartinJones2022
612,27,4500000,2022,0,4,Mason Marchment,"LW, RW",1-way,DAL,Stnd (UFA),18000000,MasonMarchment2022
613,28,1000000,2013,0,1,Mason Raymond,LW,1-way,TOR,Stnd (UFA),1000000,MasonRaymond2013
614,28,3150000,2014,0,3,Mason Raymond,LW,1-way,CGY,Stnd (UFA),9450000,MasonRaymond2014
615,33,950000,2021,0,1,Mathieu Perreault,"LW, RW, C",1-way,MTL,Stnd (UFA),950000,MathieuPerreault2021
616,31,6000000,2019,0,5,Mats Zuccarello,"RW, LW",1-way,MIN,Stnd (UFA),30000000,MatsZuccarello2019
617,27,1750000,2015,0,1,Matt Bartkowski,RD,1-way,VAN,Stnd (UFA),1750000,MattBartkowski2015
618,27,3800000,2015,0,5,Matt Beleskey,LW,1-way,BOS,Stnd (UFA),19000000,MattBeleskey2015
619,28,2850000,2018,0,3,Matt Calvert,"LW, RW",1-way,COL,Stnd (UFA),8550000,MattCalvert2018
620,31,1500000,2012,0,3,Matt Carkner,D,1-way,OTT,Stnd (UFA),4500000,MattCarkner2012
621,34,2500000,2013,0,3,Matt Cooke,LW,1-way,MIN,Stnd (UFA),7500000,MattCooke2013
622,36,3500000,2013,0,2,Matt Cullen,"C, LW",1-way,NSH,35+ (UFA),7000000,MattCullen2013
623,38,800000,2015,0,1,Matt Cullen,"C, LW",1-way,PIT,35+ (UFA),800000,MattCullen2015
624,39,1000000,2016,0,1,Matt Cullen,"C, LW",1-way,PIT,35+ (UFA),1000000,MattCullen2016
625,40,1000000,2017,0,1,Matt Cullen,"C, LW",1-way,MIN,35+ (UFA),1700000,MattCullen2017
626,41,650000,2018,0,1,Matt Cullen,"C, LW",1-way,PIT,35+ (UFA),650000,MattCullen2018
627,26,550000,2013,0,1,Matt D'Agostini,RW,1-way,PIT,Stnd (UFA),550000,MattDAgostini2013
628,28,8000000,2019,0,7,Matt Duchene,"RW, C",1-way,NSH,Stnd (UFA),56000000,MattDuchene2019
629,32,1850000,2013,0,4,Matt Hendricks,"RW, C, LW",1-way,NSH,Stnd (UFA),7400000,MattHendricks2013
630,36,700000,2017,0,1,Matt Hendricks,"RW, C, LW",1-way,WPG,35+ (UFA),700000,MattHendricks2017
631,37,700000,2018,0,1,Matt Hendricks,"RW, C, LW",1-way,MIN,35+ (UFA),700000,MattHendricks2018
632,26,1000000,2020,0,2,Matthew Benning,RD,1-way,NSH,Stnd (UFA),2000000,MatthewBenning2020
633,28,1250000,2022,0,4,Matthew Benning,RD,1-way,SJS,Stnd (UFA),5000000,MatthewBenning2022
634,27,5500000,2012,0,6,Matthew Carle,LD,1-way,TBL,Stnd (UFA),33000000,MatthewCarle2012
635,31,700000,2016,0,1,Matthew Carle,LD,1-way,NSH,Stnd (UFA),700000,MatthewCarle2016
636,32,800000,2014,0,2,Matthew Lombardi,C,1-way,NYR,Stnd (UFA),1600000,MatthewLombardi2014
637,25,1300000,2018,0,2,Matthew Peca,"LW, C",1-way,MTL,Stnd (UFA),2600000,MatthewPeca2018
638,30,1200000,2015,0,2,Matt Hunwick,LD,1-way,TOR,Stnd (UFA),2400000,MattHunwick2015
639,32,2250000,2017,0,3,Matt Hunwick,LD,1-way,PIT,Stnd (UFA),6750000,MattHunwick2017
640,27,2250000,2020,0,1,Mattias Janmark,"LW, RW",1-way,CHI,Stnd (UFA),2250000,MattiasJanmark2020
641,28,2000000,2021,0,1,Mattias Janmark,"LW, RW",1-way,VGK,Stnd (UFA),2000000,MattiasJanmark2021
642,29,1250000,2022,0,1,Mattias Janmark,"LW, RW",1-way,EDM,Stnd (UFA),1250000,MattiasJanmark2022
643,27,800000,2015,0,1,Matt Irwin,LD/RD,1-way,BOS,Stnd (UFA),800000,MattIrwin2015
644,32,700000,2020,0,1,Matt Irwin,LD/RD,1-way,BUF,Stnd (UFA),700000,MattIrwin2020
645,31,1500000,2021,0,4,Matt Martin,"LW, RW",1-way,NYI,Stnd (UFA),6000000,MattMartin2021
646,30,5000000,2014,0,5,Matt Moulson,LW,1-way,BUF,Stnd (UFA),25000000,MattMoulson2014
647,27,700000,2020,0,1,Matt Nieto,"LW, RW",1-way,SJS,Stnd (UFA),700000,MattNieto2020
648,27,5750000,2014,0,7,Matt Niskanen,RD,1-way,WSH,Stnd (UFA),40250000,MattNiskanen2014
649,27,3000000,2022,0,1,Max Domi,"C, LW",1-way,CHI,Stnd (UFA),3000000,MaxDomi2022
650,28,1100000,2013,0,2,Maxim Lapierre,C,1-way,STL,Stnd (UFA),2200000,MaximLapierre2013
651,27,625000,2014,0,2,Maxim Noreau,RD,1-way,COL,Stnd (UFA),1250000,MaximNoreau2014
652,25,950000,2021,0,2,Michael Bunting,LW,1-way,TOR,Stnd (UFA),1900000,MichaelBunting2021
653,25,750000,2021,0,1,Michael Dal Colle,LW,1-way,NYI,Stnd (UFA),750000,MichaelDalColle2021
654,27,3000000,2017,0,2,Michael Del Zotto,LD,1-way,VAN,Stnd (UFA),6000000,MichaelDelZotto2017
655,29,750000,2019,0,1,Michael Del Zotto,LD,1-way,ANA,Stnd (UFA),750000,MichaelDelZotto2019
656,31,2000000,2021,0,2,Michael Del Zotto,LD,1-way,OTT,Stnd (UFA),4000000,MichaelDelZotto2021
657,32,750000,2020,0,1,Michael Frolík,"LW, RW",1-way,MTL,Stnd (UFA),750000,MichaelFrolík2020
658,28,1650000,2016,0,2,Michael Grabner,"LW, RW",1-way,NYR,Stnd (UFA),3300000,MichaelGrabner2016
659,30,3350000,2018,0,3,Michael Grabner,"LW, RW",1-way,ARI,Stnd (UFA),10050000,MichaelGrabner2018
660,28,1300000,2018,0,1,Michael Hutchinson,G,1-way,FLA,Stnd (UFA),1300000,MichaelHutchinson2018
661,25,600000,2016,0,1,Michael Latta,C,1-way,LAK,Stnd (UFA),600000,MichaelLatta2016
662,31,900000,2012,0,1,Michael Leighton,G,1-way,PHI,Stnd (UFA),900000,MichaelLeighton2012
663,32,1100000,2021,0,1,Michael Raffl,"LW, RW",1-way,DAL,Stnd (UFA),1100000,MichaelRaffl2021
664,33,3500000,2013,0,2,Michael Ryder,RW,1-way,NJD,Stnd (UFA),7000000,MichaelRyder2013
665,24,650000,2017,0,1,Michael Sgarbossa,C,1-way,WPG,Stnd (UFA),650000,MichaelSgarbossa2017
666,29,700000,2019,0,1,Michael Stone,RD,1-way,CGY,Stnd (UFA),700000,MichaelStone2019
667,31,750000,2021,0,1,Michael Stone,RD,1-way,CGY,Stnd (UFA),750000,MichaelStone2021
668,36,1000000,2013,0,1,Michal Handzus,C,1-way,CHI,35+ (UFA),1000000,MichalHandzus2013
669,31,750000,2022,0,1,Michal Kempný,LD,1-way,SEA,Stnd (UFA),750000,MichalKempný2022
670,34,2000000,2012,0,1,Michal Rozsíval,RD,1-way,CHI,Stnd (UFA),2000000,MichalRozsíval2012
671,34,2200000,2013,0,2,Michal Rozsíval,RD,1-way,CHI,Stnd (UFA),4400000,MichalRozsíval2013
672,36,600000,2015,0,1,Michal Rozsíval,RD,1-way,CHI,35+ (UFA),800000,MichalRozsíval2015
673,27,3500000,2019,0,4,Micheal Ferland,"LW, RW",1-way,VAN,Stnd (UFA),14000000,MichealFerland2019
674,31,825000,2017,0,2,Micheal Haley,C,1-way,FLA,Stnd (UFA),1650000,MichealHaley2017
675,28,3750000,2020,0,1,Mikael Granlund,"C, RW",1-way,NSH,Stnd (UFA),3750000,MikaelGranlund2020
676,29,5000000,2021,0,4,Mikael Granlund,"C, RW",1-way,NSH,Stnd (UFA),20000000,MikaelGranlund2021
677,35,3000000,2012,0,2,Mikael Samuelsson,RW,1-way,DET,35+ (UFA),6000000,MikaelSamuelsson2012
678,32,5000000,2014,0,5,Mike Cammalleri,"LW, C",1-way,NJD,Stnd (UFA),25000000,MikeCammalleri2014
679,35,1000000,2017,0,1,Mike Cammalleri,"LW, C",1-way,LAK,35+ (UFA),1200000,MikeCammalleri2017
680,37,1000000,2018,0,1,Mike Fisher,C,1-way,NSH,35+ (UFA),1000000,MikeFisher2018
681,29,6000000,2015,0,3,Mike Green,RD,1-way,DET,Stnd (UFA),18000000,MikeGreen2015
682,31,4500000,2021,0,3,Mike Hoffman,LW,1-way,MTL,Stnd (UFA),13500000,MikeHoffman2021
683,31,700000,2013,0,1,Mike Komisarek,RD,1-way,CAR,Stnd (UFA),700000,MikeKomisarek2013
684,27,1150000,2012,0,1,Mike Lundin,LD,1-way,OTT,Stnd (UFA),1150000,MikeLundin2012
685,33,5500000,2013,0,4,Mike Ribeiro,C,1-way,ARI,Stnd (UFA),22000000,MikeRibeiro2013
686,34,1050000,2014,0,1,Mike Ribeiro,C,1-way,NSH,Stnd (UFA),1050000,MikeRibeiro2014
687,35,3500000,2015,0,2,Mike Ribeiro,C,1-way,NSH,35+ (UFA),7000000,MikeRibeiro2015
688,30,1000000,2016,0,1,Mike Richards,C,1-way,WSH,Stnd (UFA),1000000,MikeRichards2016
689,28,1500000,2014,0,1,Mike Santorelli,"C, RW",1-way,TOR,Stnd (UFA),1500000,MikeSantorelli2014
690,29,875000,2015,0,1,Mike Santorelli,"C, RW",1-way,ANA,Stnd (UFA),875000,MikeSantorelli2015
691,37,2000000,2019,0,1,Mike Smith,G,1-way,EDM,35+ (UFA),3750000,MikeSmith2019
692,38,1500000,2020,0,1,Mike Smith,G,1-way,EDM,35+ (UFA),2000000,MikeSmith2020
693,36,1750000,2014,0,1,Mike Weaver,D,1-way,MTL,35+ (UFA),1750000,MikeWeaver2014
694,29,3000000,2013,0,1,Mikhail Grabovski,"C, RW",1-way,WSH,Stnd (UFA),3000000,MikhailGrabovski2013
695,30,5000000,2014,0,4,Mikhail Grabovski,"C, RW",1-way,NYI,Stnd (UFA),20000000,MikhailGrabovski2014
696,26,1200000,2020,0,1,Mikhail Grigorenko,"C, LW",1-way,CBJ,Stnd (UFA),1200000,MikhailGrigorenko2020
697,26,4000000,2016,0,4,Mikkel Boedker,"LW, RW",1-way,SJS,Stnd (UFA),16000000,MikkelBoedker2016
698,37,1500000,2020,0,1,Mikko Koivu,C,1-way,CBJ,35+ (UFA),1750000,MikkoKoivu2020
699,27,900000,2021,0,1,Mikko Lehtonen,LD,1-way,CBJ,Stnd (UFA),900000,MikkoLehtonen2021
700,28,6000000,2016,0,7,Milan Lucic,"LW, RW",1-way,EDM,Stnd (UFA),42000000,MilanLucic2016
701,23,875000,2017,0,1,Nail Yakupov,"RW, LW",1-way,COL,Stnd (UFA),875000,NailYakupov2017
702,32,1650000,2017,0,2,Nate Thompson,C,1-way,OTT,Stnd (UFA),3300000,NateThompson2017
703,35,750000,2020,0,1,Nate Thompson,C,1-way,WPG,35+ (UFA),750000,NateThompson2020
704,36,800000,2021,0,1,Nate Thompson,C,1-way,PHI,35+ (UFA),800000,NateThompson2021
705,26,1000000,2019,0,1,Nathan Beaulieu,LD/RD,1-way,WPG,Stnd (UFA),1000000,NathanBeaulieu2019
706,27,1250000,2020,0,2,Nathan Beaulieu,LD/RD,1-way,WPG,Stnd (UFA),2500000,NathanBeaulieu2020
707,29,850000,2022,0,1,Nathan Beaulieu,LD/RD,1-way,ANA,Stnd (UFA),850000,NathanBeaulieu2022
708,25,550000,2013,0,1,Nathan Gerbe,"LW, RW",1-way,CAR,Stnd (UFA),550000,NathanGerbe2013
709,28,600000,2016,0,1,Nathan Gerbe,"LW, RW",1-way,NYR,Stnd (UFA),600000,NathanGerbe2016
710,28,5300000,2013,0,7,Nathan Horton,RW,1-way,CBJ,Stnd (UFA),37100000,NathanHorton2013
711,31,7000000,2022,0,7,Nazem Kadri,C,1-way,CGY,Stnd (UFA),49000000,NazemKadri2022
712,28,650000,2018,0,1,Nic Dowd,C,1-way,WSH,Stnd (UFA),650000,NicDowd2018
713,29,4100000,2017,0,4,Nick Bonino,"C, LW",1-way,NSH,Stnd (UFA),16400000,NickBonino2017
714,33,2050000,2021,0,2,Nick Bonino,"C, LW",1-way,SJS,Stnd (UFA),4100000,NickBonino2021
715,25,1000000,2019,0,1,Nick Cousins,"LW, C",1-way,MTL,Stnd (UFA),1000000,NickCousins2019
716,26,1500000,2020,0,2,Nick Cousins,"LW, C",1-way,NSH,Stnd (UFA),3000000,NickCousins2020
717,33,3800000,2021,0,2,Nick Foligno,"LW, C, RW",1-way,BOS,Stnd (UFA),7600000,NickFoligno2021
718,31,2200000,2018,0,2,Nick Holden,LD,1-way,VGK,Stnd (UFA),4400000,NickHolden2018
719,31,575000,2016,0,1,Nicklas Grossmann,LD,1-way,CGY,Stnd (UFA),575000,NicklasGrossmann2016
720,31,4000000,2022,0,4,Nick Leddy,LD,1-way,STL,Stnd (UFA),16000000,NickLeddy2022
721,25,2500000,2021,0,2,Nick Ritchie,LW,1-way,TOR,Stnd (UFA),5000000,NickRitchie2021
722,31,1250000,2014,0,1,Nick Schultz,LD,1-way,PHI,Stnd (UFA),1250000,NickSchultz2014
723,26,750000,2019,0,1,Nick Shore,C,1-way,TOR,Stnd (UFA),750000,NickShore2019
724,26,1000000,2022,0,1,Nicolas Aubé-Kubel,RW,1-way,TOR,Stnd (UFA),1000000,NicolasAubé-Kubel2022
725,31,1750000,2022,0,4,Nicolas Deslauriers,"LW, RW",1-way,PHI,Stnd (UFA),7000000,NicolasDeslauriers2022
726,24,950000,2022,0,1,Nicolas Meloche,RD,1-way,CGY,Stnd (UFA),950000,NicolasMeloche2022
727,27,2000000,2022,0,3,Nico Sturm,C,1-way,SJS,Stnd (UFA),6000000,NicoSturm2022
728,27,1000000,2021,0,1,Nikita Gusev,"RW, LW",1-way,FLA,Stnd (UFA),1000000,NikitaGusev2021
729,27,700000,2020,0,1,Nikita Nesterov,LD,1-way,CGY,Stnd (UFA),700000,NikitaNesterov2020
730,28,750000,2022,0,1,Nikita Soshnikov,RW,1-way,NYI,Stnd (UFA),750000,NikitaSoshnikov2022
731,27,3750000,2022,0,2,Nikita Zadorov,LD/RD,1-way,CGY,Stnd (UFA),7500000,NikitaZadorov2022
732,40,1700000,2014,0,1,Nikolai Khabibulin,G,1-way,CHI,35+ (UFA),1700000,NikolaiKhabibulin2014
733,27,4187500,2014,0,4,Nikolai Kulemin,"LW, RW",1-way,NYI,Stnd (UFA),16750000,NikolaiKulemin2014
734,29,4000000,2022,0,2,Nino Niederreiter,"LW, RW",1-way,NSH,Stnd (UFA),8000000,NinoNiederreiter2022
735,27,1666667,2019,0,3,Noel Acciari,"C, RW",1-way,FLA,Stnd (UFA),5000000,NoelAcciari2019
736,30,1250000,2022,0,1,Noel Acciari,"C, RW",1-way,STL,Stnd (UFA),1250000,NoelAcciari2022
737,33,4500000,2012,0,2,Olli Jokinen,C,1-way,WPG,Stnd (UFA),9000000,OlliJokinen2012
738,35,2500000,2014,0,1,Olli Jokinen,C,1-way,NSH,35+ (UFA),2500000,OlliJokinen2014
739,27,2250000,2022,0,1,Olli Määttä,LD,1-way,DET,Stnd (UFA),2250000,OlliMäättä2022
740,25,1250000,2021,0,1,Ondrej Kase,RW,1-way,TOR,Stnd (UFA),1250000,OndrejKase2021
741,26,1500000,2022,0,1,Ondrej Kase,RW,1-way,CAR,Stnd (UFA),1500000,OndrejKase2022
742,31,6000000,2022,0,5,Ondrej Palat,"LW, RW",1-way,NJD,Stnd (UFA),30000000,OndrejPalat2022
743,29,1300000,2017,0,1,Ondrej Pavelec,G,1-way,NYR,Stnd (UFA),1300000,OndrejPavelec2017
744,27,850000,2019,0,1,Oscar Fantenberg,LD,1-way,VAN,Stnd (UFA),850000,OscarFantenberg2019
745,25,2500000,2022,0,2,Oskar Lindblom,LW,1-way,SJS,Stnd (UFA),5000000,OskarLindblom2022
746,27,850000,2019,0,2,Pär Lindholm,"LW, C",1-way,BOS,Stnd (UFA),1700000,PärLindholm2019
747,34,3750000,2013,0,4,Pascal Dupuis,"RW, LW",1-way,PIT,Stnd (UFA),15000000,PascalDupuis2013
748,36,2500000,2022,0,1,Patrice Bergeron,C,1-way,BOS,35+ (UFA),5000000,PatriceBergeron2022
749,29,750000,2021,0,2,Patrick Brown,"C, RW",1-way,VGK,Stnd (UFA),1500000,PatrickBrown2021
750,37,6250000,2017,0,3,Patrick Marleau,"LW, C",1-way,TOR,35+ (UFA),18750000,PatrickMarleau2017
751,40,700000,2020,0,1,Patrick Marleau,"LW, C",1-way,SJS,35+ (UFA),700000,PatrickMarleau2020
752,30,1750000,2018,0,1,Patrick Maroon,"LW, RW",1-way,STL,Stnd (UFA),1750000,PatrickMaroon2018
753,31,900000,2019,0,1,Patrick Maroon,"LW, RW",1-way,TBL,Stnd (UFA),900000,PatrickMaroon2019
754,32,900000,2020,0,2,Patrick Maroon,"LW, RW",1-way,TBL,Stnd (UFA),1800000,PatrickMaroon2020
755,35,800000,2017,0,1,Patrick Sharp,"LW, C",1-way,CHI,35+ (UFA),1000000,PatrickSharp2017
756,25,800000,2016,0,1,Patrick Wiercioch,LD,1-way,COL,Stnd (UFA),800000,PatrickWiercioch2016
757,26,650000,2017,0,1,Patrick Wiercioch,LD,1-way,VAN,Stnd (UFA),650000,PatrickWiercioch2017
758,37,5500000,2013,0,3,Patrik Elias,"C, LW",1-way,NJD,35+ (UFA),16500000,PatrikElias2013
759,27,3000000,2019,0,2,Patrik Nemeth,LD,1-way,DET,Stnd (UFA),6000000,PatrikNemeth2019
760,29,2500000,2021,0,3,Patrik Nemeth,LD,1-way,NYR,Stnd (UFA),7500000,PatrikNemeth2021
761,25,600000,2014,0,1,Paul Byron,"LW, RW",1-way,CGY,Stnd (UFA),600000,PaulByron2014
762,27,700000,2020,0,1,Paul LaDue,RD,1-way,WSH,Stnd (UFA),700000,PaulLaDue2020
763,34,4850000,2015,0,4,Paul Martin,LD,1-way,SJS,Stnd (UFA),19400000,PaulMartin2015
764,28,725000,2017,0,1,Paul Postma,RD,1-way,BOS,Stnd (UFA),725000,PaulPostma2017
765,28,1000000,2013,0,1,Paul Ranger,LD,1-way,TOR,Stnd (UFA),1000000,PaulRanger2013
766,28,7000000,2014,0,4,Paul Stastny,"C, LW",1-way,STL,Stnd (UFA),28000000,PaulStastny2014
767,32,6500000,2018,0,3,Paul Stastny,"C, LW",1-way,VGK,Stnd (UFA),19500000,PaulStastny2018
768,36,1500000,2022,0,1,Paul Stastny,"C, LW",1-way,CAR,35+ (UFA),2000000,PaulStastny2022
769,30,800000,2013,0,2,Peter Harrold,"RD, RW",1-way,NJD,Stnd (UFA),1600000,PeterHarrold2013
770,27,750000,2013,0,1,Peter Regin,C,1-way,NYI,Stnd (UFA),750000,PeterRegin2013
771,26,1500000,2018,0,1,Petr Mrázek,G,1-way,CAR,Stnd (UFA),1500000,PetrMrázek2018
772,27,3125000,2019,0,2,Petr Mrázek,G,1-way,CAR,Stnd (UFA),6250000,PetrMrázek2019
773,29,3800000,2021,0,3,Petr Mrázek,G,1-way,TOR,Stnd (UFA),11400000,PetrMrázek2021
774,27,750000,2022,0,1,Petteri Lindbohm,LD,1-way,FLA,Stnd (UFA),750000,PetteriLindbohm2022
775,30,825000,2022,0,1,Pheonix Copley,G,1-way,LAK,Stnd (UFA),825000,PheonixCopley2022
776,26,1025000,2016,0,1,Philip Larsen,D,1-way,VAN,Stnd (UFA),1025000,PhilipLarsen2016
777,29,5900000,2021,0,6,Philipp Grubauer,G,1-way,SEA,Stnd (UFA),35400000,PhilippGrubauer2021
778,34,1500000,2022,0,1,Phil Kessel,RW,1-way,VGK,Stnd (UFA),1500000,PhilKessel2022
779,28,5500000,2021,0,6,Phillip Danault,C,1-way,LAK,Stnd (UFA),33000000,PhillipDanault2021
780,29,4000000,2012,0,4,Pierre-Alexandre Parenteau,RW,1-way,COL,Stnd (UFA),16000000,Pierre-AlexandreParenteau2012
781,32,1500000,2015,0,1,Pierre-Alexandre Parenteau,RW,1-way,TOR,Stnd (UFA),1500000,Pierre-AlexandreParenteau2015
782,33,1250000,2016,0,1,Pierre-Alexandre Parenteau,RW,1-way,NYI,Stnd (UFA),1250000,Pierre-AlexandreParenteau2016
783,26,625000,2013,0,1,Pierre-Cédric Labrie,LW,1-way,TBL,Stnd (UFA),625000,Pierre-CédricLabrie2013
784,34,1800000,2019,0,2,Pierre-Édouard Bellemare,"C, LW",1-way,COL,Stnd (UFA),3600000,Pierre-ÉdouardBellemare2019
785,36,1000000,2021,0,2,Pierre-Édouard Bellemare,"C, LW",1-way,TBL,35+ (UFA),2000000,Pierre-ÉdouardBellemare2021
786,29,2000000,2013,0,1,Pierre-Marc Bouchard,RW,1-way,NYI,Stnd (UFA),2000000,Pierre-MarcBouchard2013
787,25,3250000,2021,0,2,Pius Suter,"C, LW",1-way,DET,Stnd (UFA),6500000,PiusSuter2021
788,25,700000,2019,0,1,Pontus Åberg,"RW, LW",1-way,TOR,Stnd (UFA),700000,PontusÅberg2019
789,36,600000,2013,0,1,Radek Martinek,RD,1-way,NYI,35+ (UFA),600000,RadekMartinek2013
790,33,5000000,2014,0,2,Radim Vrbata,RW,1-way,VAN,Stnd (UFA),10000000,RadimVrbata2014
791,35,1000000,2016,0,1,Radim Vrbata,RW,1-way,ARI,35+ (UFA),3250000,RadimVrbata2016
792,30,2500000,2020,0,3,Radko Gudas,RD,1-way,FLA,Stnd (UFA),7500000,RadkoGudas2020
793,28,700000,2014,0,1,Raphael Diaz,RD,1-way,CGY,Stnd (UFA),700000,RaphaelDiaz2014
794,30,1650000,2013,0,1,Ray Emery,G,1-way,PHI,Stnd (UFA),1650000,RayEmery2013
795,31,1000000,2014,0,1,Ray Emery,G,1-way,PHI,Stnd (UFA),1000000,RayEmery2014
796,33,600000,2016,0,1,Ray Emery,G,1-way,PHI,Stnd (UFA),575000,RayEmery2016
797,40,4500000,2012,0,2,Ray Whitney,LW,1-way,DAL,35+ (UFA),9000000,RayWhitney2012
798,31,5000000,2022,0,3,Reilly Smith,"LW, RW",1-way,VGK,Stnd (UFA),15000000,ReillySmith2022
799,25,1100000,2022,0,2,Rem Pitlick,"LW, C, RW",1-way,MTL,Stnd (UFA),2200000,RemPitlick2022
800,34,650000,2016,0,1,Rene Bourque,LW,1-way,COL,Stnd (UFA),650000,ReneBourque2016
801,30,700000,2017,0,1,Reto Berra,G,1-way,ANA,Stnd (UFA),700000,RetoBerra2017
802,27,575000,2015,0,2,Richard Bachman,G,1-way,VAN,Stnd (UFA),1150000,RichardBachman2015
803,28,2750000,2019,0,4,Richard Pánik,"LW, RW",1-way,WSH,Stnd (UFA),11000000,RichardPánik2019
804,30,3250000,2012,0,3,Rich Peverley,C,1-way,BOS,Stnd (UFA),9750000,RichPeverley2012
805,29,2750000,2018,0,3,Riley Nash,"C, RW",1-way,CBJ,Stnd (UFA),8250000,RileyNash2018
806,32,750000,2021,0,1,Riley Nash,"C, RW",1-way,WPG,Stnd (UFA),750000,RileyNash2021
807,27,900000,2019,0,1,Riley Sheahan,"LW, C",1-way,EDM,Stnd (UFA),900000,RileySheahan2019
808,29,850000,2021,0,1,Riley Sheahan,"LW, C",1-way,SEA,Stnd (UFA),850000,RileySheahan2021
809,27,800000,2022,0,1,Robert Hägg,LD,1-way,DET,Stnd (UFA),800000,RobertHägg2022
810,26,1500000,2018,0,1,Robin Lehner,G,1-way,NYI,Stnd (UFA),1500000,RobinLehner2018
811,27,5000000,2019,0,1,Robin Lehner,G,1-way,CHI,Stnd (UFA),5000000,RobinLehner2019
812,34,3375000,2013,0,4,Rob Scuderi,LD,1-way,PIT,Stnd (UFA),13500000,RobScuderi2013
813,30,2250000,2016,0,1,Roman Polák,RD,1-way,TOR,Stnd (UFA),2250000,RomanPolák2016
814,31,1100000,2017,0,1,Roman Polák,RD,1-way,TOR,Stnd (UFA),1100000,RomanPolák2017
815,32,1300000,2018,0,1,Roman Polák,RD,1-way,DAL,Stnd (UFA),1300000,RomanPolák2018
816,32,2000000,2013,0,1,Ron Hainsey,RD,1-way,CAR,Stnd (UFA),2000000,RonHainsey2013
817,36,3000000,2017,0,2,Ron Hainsey,RD,1-way,TOR,35+ (UFA),6000000,RonHainsey2017
818,38,3500000,2019,0,1,Ron Hainsey,RD,1-way,OTT,35+ (UFA),3500000,RonHainsey2019
819,27,1000000,2013,0,1,Rostislav Olesz,LW,1-way,NJD,Stnd (UFA),1000000,RostislavOlesz2013
820,25,750000,2022,0,1,Rūdolfs Balcers,"LW, RW",1-way,FLA,Stnd (UFA),750000,RūdolfsBalcers2022
821,28,1000000,2019,0,3,Ryan Carpenter,"RW, C",1-way,CHI,Stnd (UFA),3000000,RyanCarpenter2019
822,31,750000,2022,0,1,Ryan Carpenter,"RW, C",1-way,NYR,Stnd (UFA),750000,RyanCarpenter2022
823,25,750000,2021,0,1,Ryan Donato,"LW, C",1-way,SEA,Stnd (UFA),750000,RyanDonato2021
824,26,1200000,2022,0,1,Ryan Donato,"LW, C",1-way,SEA,Stnd (UFA),1200000,RyanDonato2022
825,27,3375000,2019,0,2,Ryan Dzingel,"LW, RW, C",1-way,CAR,Stnd (UFA),6750000,RyanDzingel2019
826,29,1100000,2021,0,1,Ryan Dzingel,"LW, RW, C",1-way,ARI,Stnd (UFA),1100000,RyanDzingel2021
827,30,4850000,2013,0,5,Ryane Clowe,"LW, RW",1-way,NJD,Stnd (UFA),24250000,RyaneClowe2013
828,36,3000000,2021,0,1,Ryan Getzlaf,C,1-way,ANA,35+ (UFA),4500000,RyanGetzlaf2021
829,29,1500000,2013,0,1,Ryan Jones,LW,1-way,EDM,Stnd (UFA),1500000,RyanJones2013
830,25,725000,2020,0,2,Ryan Lomberg,LW,1-way,FLA,Stnd (UFA),1450000,RyanLomberg2020
831,34,700000,2014,0,1,Ryan Malone,LW,1-way,NYR,Stnd (UFA),700000,RyanMalone2014
832,33,6000000,2014,0,3,Ryan Miller,G,1-way,VAN,Stnd (UFA),18000000,RyanMiller2014
833,36,2000000,2017,0,2,Ryan Miller,G,1-way,ANA,35+ (UFA),4000000,RyanMiller2017
834,39,1000000,2020,0,1,Ryan Miller,G,1-way,ANA,35+ (UFA),1000000,RyanMiller2020
835,27,2000000,2021,0,1,Ryan Murray,LD,1-way,COL,Stnd (UFA),2000000,RyanMurray2021
836,28,750000,2022,0,1,Ryan Murray,LD,1-way,EDM,Stnd (UFA),750000,RyanMurray2022
837,27,6150000,2021,0,8,Ryan Pulock,RD,1-way,NYI,Stnd (UFA),49200000,RyanPulock2021
838,36,2250000,2012,0,2,Ryan Smyth,LW,1-way,EDM,35+ (UFA),4500000,RyanSmyth2012
839,28,5000000,2022,0,5,Ryan Strome,"C, RW",1-way,ANA,Stnd (UFA),25000000,RyanStrome2022
